"ano";"quilometragem";"estado_conservacao";"preco"
2007;155798;"Regular";20510
2011;202634;"Bom";15013
2023;27607;"Bom";66232
2021;142072;"Excelente";39809
2015;56600;"Bom";32111
2009;40557;"Excelente";35856
2023;104085;"Excelente";58941
2018;78483;"Bom";52113
2019;166833;"Bom";27645
2022;243224;"Bom";15520
2023;203320;"Excelente";29572
2016;55962;"Excelente";39632
2005;7404;"Excelente";46014
2019;142693;"Bom";34884
2020;163896;"Regular";24067
2007;207775;"Bom";13443
2012;86866;"Excelente";34462
2016;240094;"Bom";18016
2006;73571;"Regular";23906
2010;102814;"Ruim";23865
2008;80412;"Bom";38628
2012;247578;"Regular";16659
2007;122227;"Regular";20692
2006;237848;"Bom";13976
2009;112392;"Bom";15405
2023;71814;"Regular";42231
2013;130853;"Excelente";48022
2010;112802;"Ruim";30246
2006;232593;"Excelente";11324
2022;23300;"Regular";46983
2014;114453;"Bom";35399
2016;209593;"Regular";11685
2007;145446;"Regular";17427
2008;137422;"Excelente";25960
2024;65829;"Excelente";52636
2024;188762;"Bom";27053
2018;213402;"Bom";19647
2008;108333;"Ruim";18037
2005;60322;"Bom";20248
2018;221444;"Bom";15958
2015;124814;"Bom";28686
2024;26640;"Ruim";31094
2011;65335;"Excelente";60000
2024;231775;"Regular";16387
2015;203488;"Regular";20546
2005;107978;"Excelente";33347
2017;152807;"Bom";20168
2009;156350;"Bom";22197
2009;246822;"Excelente";20263
2010;6907;"Bom";44062
2021;70558;"Bom";44441
2018;20566;"Regular";38954
2006;218460;"Excelente";19385
2019;67722;"Bom";39166
2006;70675;"Excelente";26607
2020;53858;"Excelente";54640
2024;54197;"Excelente";42814
2022;183929;"Bom";21339
2018;65631;"Ruim";35247
2011;165273;"Regular";20248
2006;51977;"Regular";36557
2022;39330;"Ruim";32800
2022;76289;"Bom";47100
2013;124785;"Bom";30251
2011;166505;"Regular";17393
2008;128386;"Bom";16530
2014;42634;"Bom";41220
2007;109130;"Bom";34587
2007;178240;"Bom";21100
2021;87389;"Ruim";27328
2009;56498;"Bom";39472
2018;235343;"Bom";12412
2011;218874;"Excelente";24493
2019;27355;"Excelente";64565
2005;97845;"Excelente";45580
2019;84831;"Regular";33229
2014;106003;"Excelente";30690
2011;19082;"Bom";40688
2020;238845;"Bom";12792
2006;225112;"Ruim";10000
2010;217869;"Ruim";10000
2023;48527;"Excelente";46151
2022;199324;"Bom";21484
2022;71604;"Bom";35580
2018;29067;"Excelente";42286
2007;139563;"Ruim";15488
2006;227998;"Regular";11779
2011;20982;"Regular";29447
2016;194987;"Regular";17484
2013;217871;"Excelente";27956
2005;31341;"Regular";30976
2021;209573;"Bom";25039
2013;31306;"Bom";28296
2007;29595;"Bom";32419
2013;233148;"Bom";15774
2013;33926;"Bom";52511
2011;229358;"Bom";12994
2005;173502;"Excelente";25562
2023;163476;"Excelente";25557
2014;235881;"Regular";13981
2023;162321;"Ruim";27215
2013;169714;"Excelente";21043
2019;236782;"Excelente";21954
2016;207247;"Bom";18166
2012;20752;"Excelente";46851
2009;234353;"Bom";12055
2017;127886;"Bom";27571
2008;18597;"Bom";35626
2015;112171;"Excelente";43419
2012;166515;"Bom";28020
2013;169838;"Regular";29609
2009;212577;"Excelente";16084
2016;85028;"Bom";40786
2015;9667;"Excelente";57680
2007;178162;"Bom";20151
2018;155859;"Excelente";33221
2008;125929;"Bom";28346
2017;181775;"Ruim";19456
2015;86730;"Bom";29573
2010;130888;"Regular";20989
2024;240215;"Excelente";11732
2016;145213;"Excelente";47826
2013;17394;"Excelente";41058
2017;151287;"Bom";38677
2022;125083;"Regular";36474
2005;248068;"Bom";14635
2018;46805;"Excelente";62649
2006;99585;"Excelente";29802
2016;78680;"Excelente";41404
2008;6657;"Bom";44987
2018;219178;"Bom";25153
2018;13612;"Ruim";24320
2011;234894;"Bom";11635
2006;27581;"Excelente";35194
2020;31949;"Bom";46570
2007;176534;"Bom";27321
2023;180627;"Bom";24975
2008;32755;"Excelente";33868
2005;8726;"Bom";30759
2021;187643;"Ruim";15721
2024;5627;"Bom";40726
2010;168239;"Bom";30507
2020;46119;"Excelente";36468
2007;199094;"Regular";15773
2014;144273;"Excelente";31760
2023;212766;"Excelente";16220
2005;37022;"Ruim";16134
2013;133625;"Ruim";22361
